FIPS,State,County,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RINTERNATIONALMIG2025,RDOMESTICMIG2023,RDOMESTICMIG2024,RDOMESTICMIG2025,RNETMIG2023,RNETMIG2024,RNETMIG2025
1061,Alabama,Geneva County,1.226150445,4.744740327,1.530472807,12.89315771,10.51934677,11.80650451,14.11930815,15.2640871,13.33697732
1063,Alabama,Greene County,0,0,-0.140815321,-9.632342966,-19.64989967,-3.520383018,-9.632342966,-19.64989967,-3.661198338
1065,Alabama,Hale County,0,0,0,22.3403175,13.16139325,3.032300593,22.3403175,13.16139325,3.032300593
1067,Alabama,Henry County,0,3.320880033,1.47428197,16.99254466,18.98436419,11.46663755,16.99254466,22.30524422,12.94091952
1069,Alabama,Houston County,1.871864857,3.85472891,1.199863652,3.467099439,4.980932368,4.081354392,5.338964296,8.835661278,5.281218043
1071,Alabama,Jackson County,1.033912324,1.358860047,0.517483551,14.81314385,10.47997543,9.924595254,15.84705617,11.83883548,10.44207881
1073,Alabama,Jefferson County,3.2057499,6.357606739,2.70504163,-5.143935464,-3.463550823,-4.465870616,-1.938185564,2.894055916,-1.760828986
1075,Alabama,Lamar County,0,0,-0.147383935,3.30493537,-1.251149954,7.811348563,3.30493537,-1.251149954,7.663964628
1077,Alabama,Lauderdale County,0.934045976,1.473528018,0.545174945,11.3123346,7.243987387,1.152067807,12.24638057,8.717515405,1.697242752
1079,Alabama,Lawrence County,0.629656837,0.744413179,0.088896791,12.20334918,6.133964596,8.534091919,12.83300601,6.878377775,8.62298871
1081,Alabama,Lee County,5.94023054,8.999825168,4.469593262,7.134852549,7.98848797,3.648755637,13.07508309,16.98831314,8.118348898
1083,Alabama,Limestone County,2.383304465,3.018822745,0.537236702,30.33618769,31.05196993,30.01913389,32.71949215,34.07079268,30.55637059
1085,Alabama,Lowndes County,0.102527298,0.520156047,0.105954651,-2.153073256,-12.58777633,-8.476372113,-2.050545958,-12.06762029,-8.370417461
1087,Alabama,Macon County,1.029726581,2.401746725,1.428296756,-6.124163347,-5.622270742,-7.471090724,-5.094436767,-3.220524017,-6.042793968
1089,Alabama,Madison County,3.613539642,5.733536406,2.692079147,17.5172267,15.59627105,20.3575352,21.13076634,21.32980746,23.04961434
1091,Alabama,Marengo County,1.121166013,2.961606806,1.522525217,-2.242332025,-7.377093318,-3.425681738,-1.121166013,-4.415486511,-1.903156521
1093,Alabama,Marion County,0.376325693,1.432591456,0.410572235,6.842285323,5.49160058,-5.132152938,7.218611016,6.924192036,-4.721580703
1095,Alabama,Marshall County,5.40330766,9.541208912,2.587246908,8.388560511,3.928156852,2.160884121,13.79186817,13.46936576,4.748131029
1097,Alabama,Mobile County,1.389916544,2.291579175,0.776839501,-0.884492346,-1.247745441,-2.417912948,0.505424198,1.043833734,-1.641073447
1099,Alabama,Monroe County,0.15514299,0.469287726,0.210227571,-4.912861354,-6.152883512,-2.838072213,-4.757718364,-5.683595787,-2.627844642
1101,Alabama,Montgomery County,5.315385432,7.900622218,3.824870512,-10.82976616,-9.11405859,-5.715171101,-5.514380727,-1.213436372,-1.890300589
1103,Alabama,Morgan County,3.838264047,5.761970992,1.835944146,6.402448796,0.866282535,-0.308628542,10.24071284,6.628253527,1.527315604
1105,Alabama,Perry County,1.150674423,2.211382114,1.993223042,-13.80809308,-8.195121951,-18.07188891,-12.65741865,-5.983739837,-16.07866587
1107,Alabama,Pickens County,0.374391614,2.368966538,0.381575361,2.085896133,-9.045144965,-9.212319433,2.460287747,-6.676178426,-8.830744072
1109,Alabama,Pike County,2.085694854,4.669307587,2.780809425,2.75069901,-4.880179542,11.48205182,4.836393864,-0.210871956,14.26286124
1111,Alabama,Randolph County,0.795580111,1.264553264,0.086525774,17.50276243,14.2153229,8.6093145,18.29834254,15.47987616,8.695840273
1113,Alabama,Russell County,0.750155572,2.225336561,0.441212656,2.813083395,2.548095299,2.375760456,3.563238967,4.77343186,2.816973112
1115,Alabama,St. Clair County,0.316636059,0.664507019,0.112674902,18.0377008,15.29404436,12.77323664,18.35433686,15.95855138,12.88591154
1117,Alabama,Shelby County,3.252488434,4.606920182,1.956328343,8.627290276,3.059915533,7.239258113,11.87977871,7.666835715,9.195586456
1119,Alabama,Sumter County,0.592191532,1.026255024,0.172287548,-11.2516391,-8.210040195,1.119869062,-10.65944757,-7.183785171,1.292156609
1121,Alabama,Talladega County,0.58123717,1.550378059,0.502808369,7.704484183,6.706000332,4.108312281,8.285721352,8.256378391,4.61112065
1123,Alabama,Tallapoosa County,1.54141639,1.762632197,0.537601564,-0.07340078,4.945162554,5.522634248,1.46801561,6.707794751,6.060235812
1125,Alabama,Tuscaloosa County,2.681015765,4.903074636,2.749622601,-0.591585638,1.405047749,-3.147758,2.089430127,6.308122385,-0.398135399
1127,Alabama,Walker County,1.516980898,2.556127006,0.998026977,8.358874338,7.914754704,4.099587738,9.875855237,10.47088171,5.097614716
1129,Alabama,Washington County,0.066368011,0,-0.06712761,-2.322880372,-0.79994667,-6.377122911,-2.256512361,-0.79994667,-6.44425052
1131,Alabama,Wilcox County,0,2.822580645,0.511352015,-16.03505802,-3.427419355,-17.69277971,-16.03505802,-0.60483871,-17.18142769
1133,Alabama,Winston County,1.686589505,1.976700172,0.545084803,-0.295153163,10.30407537,2.13840961,1.391436342,12.28077554,2.683494413
2000,Alaska,Alaska,3.180520775,3.545426801,2.658421354,-6.692033647,-5.686549197,-6.140559788,-3.511512872,-2.141122397,-3.482138435
2013,Alaska,Aleutians East Borough,23.61171841,22.58578254,21.0283739,-14.57513482,-15.9258723,-16.41941524,9.036583588,6.659910236,4.608958663
2016,Alaska,Aleutians West Census Area,24.88397354,24.1386023,22.66397772,-10.26957638,-9.927973525,-9.987515605,14.61439716,14.21062877,12.67646212
2020,Alaska,Anchorage Municipality,4.963721955,5.05451632,3.954578051,-10.53396611,-7.499912913,-9.458264581,-5.57024416,-2.445396593,-5.50368653
2050,Alaska,Bethel Census Area,3.561351122,3.878403846,0.43530308,-18.84776594,-11.96296397,-12.46055066,-15.28641482,-8.084560129,-12.02524758
2060,Alaska,Bristol Bay Borough,8.115942029,19.85981308,19.85981308,-44.05797101,5.841121495,-33.87850467,-35.94202899,25.70093458,-14.01869159
2063,Alaska,Chugach Census Area,0.441338728,0.601548989,0.15224176,-27.65722692,-22.55808707,-6.241912157,-27.21588819,-21.95653809,-6.089670397
2066,Alaska,Copper River Census Area,0,0.371954622,0.373901664,17.98426377,-7.067137809,-6.356328286,17.98426377,-6.695183188,-5.982426622
2068,Alaska,Denali Borough,4.430379747,0,0,-8.860759494,3.15556958,12.47660636,-4.430379747,3.15556958,12.47660636
2070,Alaska,Dillingham Census Area,2.578150177,2.393385553,2.204585538,-29.43388119,-9.355961706,-28.65961199,-26.85573101,-6.962576153,-26.45502646
2090,Alaska,Fairbanks North Star Borough,2.441671188,3.288816972,1.972470254,-12.37530782,-21.66626388,-15.3449702,-9.933636629,-18.37744691,-13.37249995
2100,Alaska,Haines Borough,2.888086643,0.965950254,0.483558994,-6.738868833,-1.44892538,1.450676983,-3.85078219,-0.482975127,1.934235977
2105,Alaska,Hoonah-Angoon Census Area,0.441111601,0.439174352,0,-4.852227614,14.49275362,-8.324205915,-4.411116012,14.93192798,-8.324205915
2110,Alaska,Juneau City and Borough,1.48854297,3.522411741,3.069863122,-11.87667263,-1.491471638,-4.71556294,-10.38812966,2.030940103,-1.645699818
2122,Alaska,Kenai Peninsula Borough,0.476006795,0.603077324,0.340364839,9.093371195,-0.440083453,6.01311215,9.56937799,0.162993871,6.353476989
2130,Alaska,Ketchikan Gateway Borough,2.481661253,2.780623445,2.647253475,-5.620232838,-6.366164203,-10.73608354,-3.138571585,-3.585540758,-8.088830061
2150,Alaska,Kodiak Island Borough,7.793550439,6.816085963,6.373023556,-18.5295638,-21.41052885,-11.53597935,-10.73601336,-14.59444289,-5.162955792
2158,Alaska,Kusilvak Census Area,0,0,0,-45.2186805,-24.94828559,-21.27391742,-45.2186805,-24.94828559,-21.27391742
2164,Alaska,Lake and Peninsula Borough,2.219755827,3.779289494,3.749531309,-39.21568627,-28.72260015,24.74690664,-36.99593045,-24.94331066,28.49643795
2170,Alaska,Matanuska-Susitna Borough,0.411203997,0.739969541,0.322143099,10.51632349,12.76877673,7.494065785,10.92752748,13.50874627,7.816208884
2180,Alaska,Nome Census Area,0.715709831,1.839832371,1.731601732,-11.75809008,-6.439413298,-7.537560479,-11.04238025,-4.599580927,-5.805958747
2185,Alaska,North Slope Borough,1.49875884,2.828854314,2.358490566,-22.94974474,-5.374823197,-10.56603774,-21.4509859,-2.545968883,-8.20754717
2188,Alaska,Northwest Arctic Borough,-0.272405339,-0.138417884,-0.14040014,-22.06483247,-30.03668074,-16.42681643,-22.33723781,-30.17509862,-16.56721657
2195,Alaska,Petersburg Borough,4.424126235,2.926115582,2.935995302,10.91284471,-4.389173372,-9.688784498,15.33697095,-1.463057791,-6.752789196
2198,Alaska,Prince of Wales-Hyder Census Area,0.352329781,1.573564123,1.216016677,8.632079627,6.643937407,8.33840007,8.984409407,8.21750153,9.554416746
2220,Alaska,Sitka City and Borough,1.919846412,3.594536305,3.113213195,-8.879289657,3.474718428,-12.81206969,-6.959443245,7.069254733,-9.698856493
2230,Alaska,Skagway Municipality,3.663003663,4.574565416,4.545454546,-3.663003663,3.659652333,8.181818182,0,8.234217749,12.72727273
2240,Alaska,Southeast Fairbanks Census Area,4.802599054,3.900264661,3.58447646,-0.42375874,7.104053489,-3.308747501,4.378840314,11.00431815,0.275728958
2275,Alaska,Wrangell City and Borough,0,2.440810349,1.977750309,-1.454192923,-6.346106907,-8.405438813,-1.454192923,-3.905296558,-6.427688504
2282,Alaska,Yakutat City and Borough,2.92184076,0,0,0,1.465201465,-7.390983001,2.92184076,1.465201465,-7.390983001
2290,Alaska,Yukon-Koyukuk Census Area,3.300650422,7.624633431,2.5671406,-7.183768566,-9.384164223,-11.65086888,-3.883118144,-1.759530792,-9.083728278
4000,Arizona,Arizona,5.363193893,8.094481413,3.717859043,4.696218589,4.571143933,4.098353636,10.05941248,12.66562535,7.81621268
4001,Arizona,Apache County,1.48754754,1.526011561,1.36286201,-4.416635996,-4.716763006,-3.159361933,-2.929088455,-3.190751445,-1.796499923
4003,Arizona,Cochise County,2.486667146,1.920653022,0.540688822,-5.700944294,4.457515555,11.01255909,-3.214277147,6.378168577,11.55324791
4005,Arizona,Coconino County,2.411375038,4.024729264,2.255852415,-0.990881122,-5.013623224,-6.082497768,1.420493916,-0.98889396,-3.826645354
4007,Arizona,Gila County,0.111170814,0.702623745,-0.426214015,10.59828426,8.579405728,2.520222002,10.70945508,9.282029473,2.094007987
4009,Arizona,Graham County,1.404207516,1.353536113,0.820936365,15.36968954,12.63300372,-5.671923976,16.77389706,13.98653984,-4.850987611
4011,Arizona,Greenlee County,3.642792093,4.387372927,3.325109943,-0.964268495,-9.309791332,-8.366405663,2.678523598,-4.922418406,-5.04129572
4012,Arizona,La Paz County,6.712018141,7.21045516,4.194002576,15.3590325,8.472284813,10.9044067,22.07105064,15.68273997,15.09840928
4013,Arizona,Maricopa County,6.161142925,9.244076643,4.737307096,0.476604359,-0.442776966,0.20141903,6.637747284,8.801299677,4.938726126
4015,Arizona,Mohave County,0.666101081,0.866959506,-0.347738817,21.61227966,20.10456865,18.37733623,22.27838074,20.97152816,18.02959742
4017,Arizona,Navajo County,0.771109112,1.499360029,0.874679398,6.416729396,2.989577619,3.608052517,7.187838508,4.488937649,4.482731915
4019,Arizona,Pima County,4.470056695,5.345315718,3.015630724,3.582826732,3.707868583,-0.325863153,8.052883427,9.053184302,2.689767571
4021,Arizona,Pinal County,5.442682732,7.945883386,2.195040119,35.55703999,46.5259209,40.40352344,40.99972272,54.47180429,42.59856356
4023,Arizona,Santa Cruz County,7.688847082,9.194798371,3.347196472,-0.184041552,-2.808960382,-3.226937917,7.504805529,6.38583799,0.120258556
4025,Arizona,Yavapai County,1.481819448,2.070774102,0.297767932,17.53149876,13.7038873,13.01444373,19.01331821,15.7746614,13.31221166
4027,Arizona,Yuma County,10.64380116,26.44990083,3.75922142,8.413941348,1.767611842,5.378647353,19.0577425,28.21751267,9.137868773
5000,Arkansas,Arkansas,1.828262048,4.295860353,1.761427665,5.827748748,4.514805214,4.661181982,7.656010796,8.810665566,6.422609647
5001,Arkansas,Arkansas County,0.30489664,0.431752298,-0.187922826,-4.512470273,-10.97884414,-11.02480581,-4.207573633,-10.54709184,-11.21272864
5003,Arkansas,Ashley County,0,0.551298308,0.223120904,2.18806411,-8.545123766,-5.745363269,2.18806411,-7.993825459,-5.522242365
5005,Arkansas,Baxter County,-0.093973922,-0.070089364,-0.605771135,19.12369318,13.45715788,14.56180613,19.02971925,13.38706851,13.956035
5007,Arkansas,Benton County,4.367224032,9.172154652,4.861317995,17.25427455,18.14546356,22.41217316,21.62149858,27.31761821,27.27349115
5009,Arkansas,Boone County,0.234637745,0.337614107,-0.103682007,9.541934979,5.817350768,7.413263521,9.776572725,6.154964875,7.309581514
5011,Arkansas,Bradley County,4.03741999,0.794478375,-0.907944515,-2.067946824,-12.61234421,-13.31651955,1.969473166,-11.81786583,-14.22446406
5013,Arkansas,Calhoun County,-0.213857998,0,0,-1.924721985,14.15549598,-1.718766785,-2.138579983,14.15549598,-1.718766785
5015,Arkansas,Carroll County,1.147806125,3.523620347,0.137098986,3.791238413,7.599965455,7.334795723,4.939044538,11.1235858,7.471894708
5017,Arkansas,Chicot County,-0.103444709,-0.212426978,-0.651147648,-21.93027827,-10.51513542,-13.02295295,-22.03372298,-10.7275624,-13.6741006
5019,Arkansas,Clark County,-0.285687077,-0.09559544,-0.5729291,-7.665936577,5.209951485,2.2917164,-7.951623655,5.114356045,1.7187873
5021,Arkansas,Clay County,0.211252729,0.424778761,0.213295414,1.971692134,1.203539823,5.545680768,2.182944863,1.628318584,5.758976182
5023,Arkansas,Cleburne County,-0.118263886,0.58686594,0.038976478,15.72909686,13.14579706,8.691754526,15.61083297,13.732663,8.730731004
5025,Arkansas,Cleveland County,0.13462574,0.406421459,0.410987054,-4.981152396,5.148005148,-13.97355983,-4.846526656,5.554426607,-13.56257278
5027,Arkansas,Columbia County,0.719020335,0.633398181,0.091099572,-1.887428379,-6.786409085,-2.915186299,-1.168408044,-6.153010903,-2.824086727
5029,Arkansas,Conway County,0.80616479,0.753384344,0.046749725,5.263781861,18.08122425,4.908721161,6.069946651,18.83460859,4.955470887
5031,Arkansas,Craighead County,0.563817041,3.313182477,1.431418347,8.827260554,11.65685144,-0.54856751,9.391077595,14.97003391,0.882850837
5033,Arkansas,Crawford County,1.335146093,2.241555866,1.441002938,11.96746803,7.160077729,6.596591228,13.30261412,9.401633594,8.037594166
5035,Arkansas,Crittenden County,0.891852292,1.97933405,0.408606544,2.144692417,-10.89697886,-11.93561221,3.036544709,-8.917644805,-11.52700567
5037,Arkansas,Cross County,2.302751182,9.469986253,8.741151123,-6.84765483,-14.17443104,-12.43459526,-4.544903648,-4.704444784,-3.693444137
5039,Arkansas,Dallas County,-0.484417891,-0.162601626,-0.330033003,7.912158889,-7.154471545,-9.405940594,7.427740998,-7.317073171,-9.735973597
5041,Arkansas,Desha County,-0.188386003,0.096227868,-0.69002908,-22.70051335,-12.89453426,-26.22110503,-22.88889935,-12.79830639,-26.91113411
5043,Arkansas,Drew County,0.88378259,1.882408306,0.763762411,5.06702018,-1.41180623,4.700076376,5.950802769,0.470602077,5.463838787
5045,Arkansas,Faulkner County,2.024849009,2.524106745,0.871701998,13.60760599,10.31757228,10.00954363,15.63245499,12.84167903,10.88124563
5047,Arkansas,Franklin County,-0.057638549,-0.114132451,-0.566139214,15.62004669,12.66870203,11.43601212,15.56240814,12.55456958,10.8698729
5049,Arkansas,Fulton County,-0.161368404,-0.080048029,-0.239559211,13.95836695,19.21152692,4.871037291,13.79699855,19.13147889,4.63147808
5051,Arkansas,Garland County,0.991253936,2.193487645,0.521029032,3.384281116,5.558838553,3.807519852,4.375535052,7.752326199,4.328548884
5053,Arkansas,Grant County,0.109520029,0.864724639,0.214172891,17.57796457,10.64692212,9.959039435,17.6874846,11.51164676,10.17321233
5055,Arkansas,Greene County,0.493896089,0.469098159,-0.021179486,7.601705015,3.816753201,7.370460972,8.095601104,4.28585136,7.349281486
5057,Arkansas,Hempstead County,2.368875042,3.778663492,0.73042208,-5.098231068,-7.194989389,-5.739030626,-2.729356026,-3.416325897,-5.008608546
5059,Arkansas,Hot Spring County,-0.090405014,0.451073555,-0.329612705,7.744696239,7.788536717,10.81728969,7.654291225,8.239610272,10.48767698
5061,Arkansas,Howard County,1.112656467,3.431626831,0.806386582,-4.450625869,-5.346953434,-11.3700508,-3.337969402,-1.915326603,-10.56366422
5063,Arkansas,Independence County,2.164022475,0.856909155,-0.025855159,4.275899829,2.466859688,5.817410864,6.439922304,3.323768842,5.791555705
5065,Arkansas,Izard County,-0.212667919,-0.140409997,-0.557413601,19.28189133,14.32181971,14.56243032,19.06922341,14.18140972,14.00501672
5067,Arkansas,Jackson County,0.42013024,0.659097037,0.599179125,12.84398163,-2.336798586,10.12612721,13.26411188,-1.677701549,10.72530633
5069,Arkansas,Jefferson County,0.876540794,2.124278139,0.884732053,-10.7063197,2.438986011,-7.630813953,-9.829778908,4.56326415,-6.746081901
5071,Arkansas,Johnson County,1.112837929,3.245389638,1.067235859,6.792148737,2.481768546,-0.304924531,7.904986665,5.727158184,0.762311328
5073,Arkansas,Lafayette County,0,0,0,1.31147541,4.943968359,-18.58673811,1.31147541,4.943968359,-18.58673811
5075,Arkansas,Lawrence County,0.309559188,0.37058769,0.246358513,8.048538881,7.905870727,11.20931235,8.358098068,8.276458417,11.45567087
5077,Arkansas,Lee County,0,0.121876904,-0.12370879,-12.93723047,-10.11578306,-6.432857054,-12.93723047,-9.993906155,-6.556565844
5079,Arkansas,Lincoln County,-0.077429346,-0.155231295,-0.390228674,4.413472706,2.328469419,-1.873097635,4.33604336,2.173238125,-2.263326309
5081,Arkansas,Little River County,0.084641754,-0.085066565,-0.085244225,4.316729443,-2.807196631,12.78663371,4.401371196,-2.892263196,12.70138948
5083,Arkansas,Logan County,0.046929629,0.699382212,-0.231674544,10.98153319,10.77048607,9.0353072,11.02846282,11.46986828,8.803632657
5085,Arkansas,Lonoke County,0.926030043,1.339048357,0.026134567,8.122606378,4.056528845,3.018542475,9.048636421,5.395577202,3.044677042
5087,Arkansas,Madison County,0.623194153,4.180718526,0.054836587,18.07263045,7.748265002,17.43803466,18.6958246,11.92898353,17.49287124
5089,Arkansas,Marion County,0.115177517,0.34220207,0.284349409,22.92032595,12.88961132,9.667879891,23.03550347,13.23181339,9.952229299
5091,Arkansas,Miller County,0.564885317,0.2593361,-0.897104477,0.988549304,-0.235760091,4.674386487,1.55343462,0.023576009,3.77728201
5093,Arkansas,Mississippi County,0.723093809,3.332812581,2.210468146,-3.89954161,-15.07576941,-10.73655956,-3.176447802,-11.74295683,-8.526091419
5095,Arkansas,Monroe County,0.153127632,2.487562189,1.268532467,-0.306255264,-13.21517413,-11.57535876,-0.153127632,-10.72761194,-10.30682629
5097,Arkansas,Montgomery County,0,1.165365342,0.116726976,17.41467976,-2.330730684,7.587253414,17.41467976,-1.165365342,7.70398039
5099,Arkansas,Nevada County,-0.367872471,0,-0.250501002,-1.103617413,-6.439229769,-5.135270541,-1.471489884,-6.439229769,-5.385771543
5101,Arkansas,Newton County,-0.14120305,-0.141643059,-0.426499858,3.24767015,-1.699716714,1.848166051,3.1064671,-1.841359773,1.421666193
5103,Arkansas,Ouachita County,0.318877551,0.685871056,-0.137655723,-2.824344023,1.326017375,-2.018950605,-2.505466472,2.011888432,-2.156606328
5105,Arkansas,Perry County,0.493778392,0.684328869,0.19436346,14.81335177,10.6559781,6.413994169,15.30713016,11.34030697,6.608357629
5107,Arkansas,Phillips County,2.120117932,4.342957962,3.956959389,-24.24884884,-24.70057341,-19.78479695,-22.12873091,-20.35761544,-15.82783756
5109,Arkansas,Pike County,0.295348265,3.062938445,0.999050902,10.23873985,-9.188815334,-3.196962885,10.53408811,-6.12587689,-2.197911984
5111,Arkansas,Poinsett County,0.13385089,0.626118068,-0.267851164,1.383125865,-1.520572451,10.98189773,1.516976755,-0.894454383,10.71404656
5113,Arkansas,Polk County,0.618253948,0.308499152,-0.256930706,10.45879595,3.393490668,8.273168726,11.0770499,3.70198982,8.016238021
5115,Arkansas,Pope County,1.677878416,1.947826087,0.385677481,7.861171097,-2.597101449,4.165316796,9.539049513,-0.649275362,4.550994277
5117,Arkansas,Prairie County,0.373785198,1.126478503,1.00717613,4.485422377,-2.378121284,-0.125897016,4.859207575,-1.251642781,0.881279114
5119,Arkansas,Pulaski County,3.0316527,7.30963811,3.084139331,-1.796534933,-3.323014673,-1.472763164,1.235117767,3.986623437,1.611376167
5121,Arkansas,Randolph County,0.955414013,0.423134901,0.105764146,2.388535032,5.818104885,-1.322051824,3.343949045,6.241239785,-1.216287678
5123,Arkansas,St. Francis County,1.755175518,2.680660624,2.423466472,-12.96129613,-9.632204275,-8.916527584,-11.20612061,-6.951543652,-6.493061113
5125,Arkansas,Saline County,1.539945246,5.278538533,1.58456483,15.48500498,11.11553114,10.25439811,17.02495022,16.39406968,11.83896294
5127,Arkansas,Scott County,0.101941995,0.304583989,-0.100852201,10.70390948,8.223767704,15.63209117,10.80585147,8.528351693,15.53123897
5129,Arkansas,Searcy County,-0.12691966,0.254971953,0.12745348,-3.172991496,6.501784804,7.774662248,-3.299911156,6.756756757,7.902115728
5131,Arkansas,Sebastian County,1.254661416,4.880549891,1.379500621,-1.719350829,4.325416254,0.536472464,-0.464689413,9.205966145,1.915973084
5133,Arkansas,Sevier County,2.804155248,3.803848227,-0.379686758,-4.461156077,4.120835579,-5.378895744,-1.657000829,7.924683805,-5.758582503
5135,Arkansas,Sharp County,0.16777116,0.277207961,-0.110424028,14.26054861,14.3593724,9.109982332,14.42831977,14.63658036,8.999558304
5137,Arkansas,Stone County,-0.395851477,-0.393716288,-0.86498388,14.01314227,14.33127289,8.020759613,13.61729079,13.9375566,7.155775733
5139,Arkansas,Union County,0.956569106,2.119837926,0.89132578,-9.406262871,-8.050017442,-4.510648642,-8.449693765,-5.930179515,-3.619322863
5141,Arkansas,Van Buren County,0.309683813,0.987593358,-0.12320961,10.83893345,8.888340226,8.008624673,11.14861726,9.875933584,7.885415062
5143,Arkansas,Washington County,4.641310361,11.45594471,5.061429715,7.285777892,5.198654777,4.040231496,11.92708825,16.65459949,9.101661211
5145,Arkansas,White County,0.256229582,1.332478855,0.138179671,12.13247069,8.337510549,13.42855169,12.38870028,9.669989404,13.56673136
5147,Arkansas,Woodruff County,0,0,0,-8.847341624,-16.87404125,-5.042162914,-8.847341624,-16.87404125,-5.042162914
5149,Arkansas,Yell County,2.094188627,5.385727821,1.397938041,-3.839345815,2.64299606,-5.491899448,-1.745157189,8.028723882,-4.093961407
6000,California,California,7.460710991,7.963721743,2.776369024,-8.783146807,-6.152054681,-5.820039595,-1.322435817,1.811667062,-3.043670571
6001,California,Alameda County,12.3207661,12.18407067,6.338035484,-16.07559627,-13.59950013,-9.751763841,-3.754830165,-1.415429466,-3.413728357
