FIPS,State,County,"Food, Water and Amenities Score"
44005,RI,Newport,72.1733371872588
19119,IA,Lyon,72.16896475913813
27109,MN,Olmsted,72.16384949748817
55093,WI,Pierce,72.14105123879904
19021,IA,Buena Vista,72.13160529408098
8059,CO,Jefferson,72.11914761894961
33009,NH,Grafton,72.10249038269676
27079,MN,Le Sueur,72.08569646308467
30049,MT,Lewis and Clark,72.07242716336468
27015,MN,Brown,71.98539871261683
38031,ND,Foster,71.98175430517306
51099,VA,King George,71.97888345815218
51510,VA,Alexandria,71.97653549349691
16029,ID,Caribou,71.97184356203483
55087,WI,Outagamie,71.96379183427517
50013,VT,Grand Isle,71.8414283896044
44003,RI,Kent,71.52521497830233
34021,NJ,Mercer,71.50762426678662
19015,IA,Boone,71.48819198060808
38059,ND,Morton,71.43393207542071
51061,VA,Fauquier,71.22552013939297
50001,VT,Addison,71.16453595879719
34023,NJ,Middlesex,71.09934926484684
55045,WI,Green,71.07428845854142
13085,GA,Dawson,70.91481717487555
6079,CA,San Luis Obispo,70.88600417395051
41005,OR,Clackamas,70.88164317709855
36091,NY,Saratoga,70.86084329651871
51065,VA,Fluvanna,70.71091260319491
42093,PA,Montour,70.67388621835423
51830,VA,Williamsburg,70.66092808636256
27131,MN,Rice,70.6548848854183
51043,VA,Clarke,70.6008258187085
55009,WI,Brown,70.53428928867058
37063,NC,Durham,70.48979601733815
55061,WI,Kewaunee,70.42002703149593
55117,WI,Sheboygan,70.38923579299853
13117,GA,Forsyth,70.34734254365202
55015,WI,Calumet,70.33965129133117
33013,NH,Merrimack,70.30821932430511
24031,MD,Montgomery,70.29571707530212
55131,WI,Washington,70.27448888468483
38075,ND,Renville,70.25528541971721
27025,MN,Chisago,70.22554092611774
30029,MT,Flathead,70.20654853351537
16041,ID,Franklin,70.18643446471731
17111,IL,McHenry,70.15420237902333
51540,VA,Charlottesville,70.10212999377327
33000,,,70.09703628085394
51550,VA,Chesapeake,70.09179694067245
38097,ND,Traill,70.06444047994134
19149,IA,Plymouth,70.04813420373503
19041,IA,Clay,70.00388198190728
27049,MN,Goodhue,70.0005561069098
27169,MN,Winona,69.95645719680047
55083,WI,Oconto,69.91868994433868
42003,PA,Allegheny,69.88115685765399
38073,ND,Ransom,69.81006735302019
37135,NC,Orange,69.80540544676346
55111,WI,Sauk,69.79532031218403
34015,NJ,Gloucester,69.79489270801787
33001,NH,Belknap,69.78217601842816
25011,MA,Franklin,69.7483951359652
20067,KS,Grant,69.69069490236609
6113,CA,Yolo,69.65468559093448
55097,WI,Portage,69.58164844671252
51177,VA,Spotsylvania,69.58122469836506
8091,CO,Ouray,69.55108818589619
12109,FL,St. Johns,69.50348418556798
38101,ND,Ward,69.46988480184665
13067,GA,Cobb,69.44866331144942
51041,VA,Chesterfield,69.43160792526565
27035,MN,Crow Wing,69.41984055695521
41017,OR,Deschutes,69.37701935275254
51073,VA,Gloucester,69.37236175565711
38069,ND,Pierce,69.32912105760354
19181,IA,Warren,69.31367917280058
46117,SD,Stanley,69.27421565080631
27055,MN,Houston,69.25379407943281
24003,MD,Anne Arundel,69.17577200689676
8051,CO,Gunnison,69.17532395974419
55049,WI,Iowa,69.16713167797084
25000,,,69.06989365441954
53007,WA,Chelan,69.06839539925669
46127,SD,Union,69.02480810818248
6053,CA,Monterey,68.99452606421788
20149,KS,Pottawatomie,68.99178670743744
27045,MN,Fillmore,68.97021505516462
21185,KY,Oldham,68.93318440719418
25009,MA,Essex,68.92508317886795
34041,NJ,Warren,68.91149868794344
8019,CO,Clear Creek,68.89822109369298
42019,PA,Butler,68.86121029738806
48453,TX,Travis,68.85417841297868
6087,CA,Santa Cruz,68.83461775398573
36055,NY,Monroe,68.78928071176145
38089,ND,Stark,68.75933931367342
26161,MI,Washtenaw,68.73667250812295
46069,SD,Hyde,68.65356418565932
27161,MN,Waseca,68.64782992478625
38039,ND,Griggs,68.5851574424005
53061,WA,Snohomish,68.51447280460215
38077,ND,Richland,68.5134115907698
8045,CO,Garfield,68.49701337840135
51790,VA,Staunton,68.4948282204669
42133,PA,York,68.48763872919803
51095,VA,James City,68.48453086232188
19095,IA,Iowa,68.44921340033456
38021,ND,Dickey,68.44043816880702
6095,CA,Solano,68.41970927433725
55135,WI,Waupaca,68.41060522904446
19125,IA,Marion,68.41051859960622
27133,MN,Rock,68.40915245437182
44007,RI,Providence,68.37643259401514
17197,IL,Will,68.37610998907657
19033,IA,Cerro Gordo,68.37401510129281
17089,IL,Kane,68.35497496235875
20087,KS,Jefferson,68.31353506995498
16085,ID,Valley,68.3064197610556
27000,,,68.24034723523442
55033,WI,Dunn,68.18465489366027
19055,IA,Delaware,68.16334481463248
21211,KY,Shelby,68.12473523225295
6083,CA,Santa Barbara,68.10195866865678
34000,,,68.0976434911294
19165,IA,Shelby,68.067367666852
6069,CA,San Benito,68.0458507305719
24005,MD,Baltimore,68.04550293959355
19061,IA,Dubuque,68.00085346180789
42041,PA,Cumberland,68.00042007077029
26125,MI,Oakland,68.0001557061976
30097,MT,Sweet Grass,67.97231251609604
27143,MN,Sibley,67.9660051207864
42043,PA,Dauphin,67.94980796380952
27149,MN,Stevens,67.94116724138249
17027,IL,Clinton,67.88398528492954
2020,AK,Anchorage,67.85814486125147
29183,MO,St. Charles,67.82457348235671
6037,CA,Los Angeles,67.82139798641386
12011,FL,Broward,67.76157506779732
16051,ID,Jefferson,67.66754536004393
51093,VA,Isle of Wight,67.66081003263456
24017,MD,Charles,67.63394941723931
19189,IA,Winnebago,67.63169026244653
12117,FL,Seminole,67.59766939201687
15009,HI,Maui,67.58259084073602
18059,IN,Hancock,67.54906487252067
27111,MN,Otter Tail,67.50452279122948
38009,ND,Bottineau,67.48330289938654
19163,IA,Scott,67.44532352496087
26093,MI,Livingston,67.41320186168079
36031,NY,Essex,67.40946194923809
12129,FL,Wakulla,67.38673155135506
17147,IL,Piatt,67.37992793199008
53011,WA,Clark,67.35777928664088
32029,NV,Storey,67.35365906179285
19113,IA,Linn,67.35101338699496
29189,MO,St. Louis,67.34485059513376
51063,VA,Floyd,67.33742751638738
27081,MN,Lincoln,67.32422626483822
27157,MN,Wabasha,67.31854114565388
19027,IA,Carroll,67.29276939634705
55085,WI,Oneida,67.25345169133658
13089,GA,DeKalb,67.25179865283434
19121,IA,Madison,67.21504862743254
4013,AZ,Maricopa,67.21411734200682
50027,VT,Windsor,67.20666889102421
20071,KS,Greeley,67.1992021227223
8119,CO,Teller,67.18500213813789
18073,IN,Jasper,67.18354325847956
12099,FL,Palm Beach,67.14980623833392
6065,CA,Riverside,67.14632231905924
38000,,,67.13219834843527
53053,WA,Pierce,67.129074685567
51161,VA,Roanoke,67.11096452153983
51800,VA,Suffolk,67.0929133455996
10003,DE,New Castle,67.08356564377524
38061,ND,Mountrail,67.07036213039113
49051,UT,Wasatch,67.04837301046233
45091,SC,York,67.03605233284239
53029,WA,Island,67.00634248970273
39055,OH,Geauga,66.9879878950976
51149,VA,Prince George,66.9862931351752
55029,WI,Door,66.91722023881918
8067,CO,La Plata,66.9160233398257
32005,NV,Douglas,66.90495256221075
34017,NJ,Hudson,66.89001913097779
46125,SD,Turner,66.87761301599403
46065,SD,Hughes,66.86031351788932
19011,IA,Benton,66.85331828264577
18183,IN,Whitley,66.83595233943777
24041,MD,Talbot,66.82476048620879
36067,NY,Onondaga,66.81317344515315
27041,MN,Douglas,66.78167954365631
46093,SD,Meade,66.74956581427307
8053,CO,Hinsdale,66.67970574912636
31153,NE,Sarpy,66.64691222358802
19183,IA,Washington,66.64288725238126
38035,ND,Grand Forks,66.64144542385918
47037,TN,Davidson,66.61780677508533
26081,MI,Kent,66.59494089934739
13057,GA,Cherokee,66.589106243748
36027,NY,Dutchess,66.57920562615476
41009,OR,Columbia,66.5482532485922
37029,NC,Camden,66.53896332481798
27063,MN,Jackson,66.52474666217711
39165,OH,Warren,66.49446653031946
31081,NE,Hamilton,66.4903872993683
38013,ND,Burke,66.48817471865934
36085,NY,Richmond,66.47597316127866
53063,WA,Spokane,66.47396818475077
48157,TX,Fort Bend,66.45381365864048
51019,VA,Bedford,66.42519092944028
37179,NC,Union,66.4213131284395
24013,MD,Carroll,66.39808039923297
46077,SD,Kingsbury,66.39417862658998
51033,VA,Caroline,66.36416717000925
19031,IA,Cedar,66.33024924554607
19077,IA,Guthrie,66.32954128829736
19173,IA,Taylor,66.32488917246572
15003,HI,Honolulu,66.31492414586232
45045,SC,Greenville,66.30431454541696
26089,MI,Leelanau,66.28647947215023
34013,NJ,Essex,66.27930169560211
37097,NC,Iredell,66.27085202784696
49035,UT,Salt Lake,66.25754817659544
16055,ID,Kootenai,66.23398811557882
36069,NY,Ontario,66.23139321748413
41051,OR,Multnomah,66.20552255707047
19131,IA,Mitchell,66.20488721056974
54073,WV,Pleasants,66.20339834372054
55027,WI,Dodge,66.13077124256789
37053,NC,Currituck,66.11708781764968
36095,NY,Schoharie,66.10887942682044
19099,IA,Jasper,66.10498558280999
55035,WI,Eau Claire,66.08375214798015
19115,IA,Louisa,66.07275721461068
39107,OH,Mercer,66.05523388226771
30081,MT,Ravalli,66.05499351491109
34007,NJ,Camden,66.02934043805924
19037,IA,Chickasaw,66.01745002702606
41003,OR,Benton,66.01158240451839
18063,IN,Hendricks,66.01079263991738
18173,IN,Warrick,65.99752146133204
48259,TX,Kendall,65.99518517007887
55121,WI,Trempealeau,65.97605253308478
19093,IA,Ida,65.85371611690299
27121,MN,Pope,65.81737687944091
39011,OH,Auglaize,65.81006431773685
23023,ME,Sagadahoc,65.79557801826707
55095,WI,Polk,65.78525894755863
11000,,,65.74079690292588
36107,NY,Tioga,65.71427598832797
44000,,,65.68923689471694
46103,SD,Pennington,65.68786069615317
20195,KS,Trego,65.67333337703313
19157,IA,Poweshiek,65.59805569680272
33017,NH,Strafford,65.58140228218629
46079,SD,Lake,65.5773593836425
48091,TX,Comal,65.56964199652832
36001,NY,Albany,65.56889854583079
6067,CA,Sacramento,65.52728142067717
19019,IA,Buchanan,65.50686433418575
25015,MA,Hampshire,65.48740724148406
27093,MN,Meeker,65.47089241438772
51113,VA,Madison,65.47081808520646
51081,VA,Greensville,65.4574137512139
33007,NH,Coos,65.42277362394768
38099,ND,Walsh,65.40732704634358
41039,OR,Lane,65.3808702006281
27113,MN,Pennington,65.36118930471928
13145,GA,Harris,65.35247893846899
54061,WV,Monongalia,65.31901367939788
55000,,,65.31422787305272
46107,SD,Potter,65.31150214435657
27059,MN,Isanti,65.2685738981287
30043,MT,Jefferson,65.2679827853396
19195,IA,Worth,65.26312294209808
39049,OH,Franklin,65.24280419728349
53059,WA,Skamania,65.21966759293679
27145,MN,Stearns,65.21612700889636
17129,IL,Menard,65.21322830235515
27031,MN,Cook,65.2014736150964
24025,MD,Harford,65.19709548718508
39159,OH,Union,65.1946249142901
32001,NV,Churchill,65.18041450646896
54037,WV,Jefferson,65.17322479915109
36087,NY,Rockland,65.16740974080962
25003,MA,Berkshire,65.14482797851255
27147,MN,Steele,65.10650087045249
53000,,,65.08502237015938
8041,CO,El Paso,65.01624423708681
8000,,,65.00240619187983
27073,MN,Lac qui Parle,64.99895976242709
51000,,,64.98260454722917
39103,OH,Medina,64.96159722102348
13247,GA,Rockdale,64.95998869149975
30095,MT,Stillwater,64.95961718547248
55021,WI,Columbia,64.95078873285424
38025,ND,Dunn,64.93393138645848
51069,VA,Frederick,64.91672703679224
23031,ME,York,64.88617097085898
36039,NY,Greene,64.87097945391926
6005,CA,Amador,64.86360337777327
27101,MN,Murray,64.84961554129514
34009,NJ,Cape May,64.84928605194399
25005,MA,Bristol,64.84806250316872
55073,WI,Marathon,64.83594271594156
46045,SD,Edmunds,64.81235270952936
42071,PA,Lancaster,64.79342282565419
32015,NV,Lander,64.77902291411563
23009,ME,Hancock,64.76491783913919
55039,WI,Fond du Lac,64.73114299340126
51735,VA,Poquoson,64.72634958913784
48121,TX,Denton,64.69301103657668
2130,AK,Ketchikan Gateway,64.66204963966143
37025,NC,Cabarrus,64.65201310515772
17189,IL,Washington,64.64035607944159
55125,WI,Vilas,64.62204650459967
51157,VA,Rappahannock,64.62171427134038
19075,IA,Grundy,64.62042606133733
42095,PA,Northampton,64.61015658805475
53073,WA,Whatcom,64.60375684869551
38019,ND,Cavalier,64.59261790208883
50019,VT,Orleans,64.58955287632952
20075,KS,Hamilton,64.5154876414544
49011,UT,Davis,64.50502023402537
36109,NY,Tompkins,64.50413157070157
42101,PA,Philadelphia,64.49240518241463
19161,IA,Sac,64.47607984309892
17035,IL,Cumberland,64.46617162911639
39061,OH,Hamilton,64.44858701268146
28089,MS,Madison,64.44512211336236
16057,ID,Latah,64.42677431313494
40087,OK,McClain,64.418531558269
2230,AK,Skagway,64.37066130723208
55101,WI,Racine,64.3485054616286
13135,GA,Gwinnett,64.33460162333698
12019,FL,Clay,64.30723835382128
17049,IL,Effingham,64.29885710519939
19081,IA,Hancock,64.29414643112122
55139,WI,Winnebago,64.28939500468029
6000,,,64.28551976456774
49045,UT,Tooele,64.28240621689979
46061,SD,Hanson,64.2697724572697
50000,,,64.25591987128665
42103,PA,Pike,64.21598749813774
42067,PA,Juniata,64.2007478190265
21111,KY,Jefferson,64.1980578983762
31177,NE,Washington,64.19713415868087
31025,NE,Cass,64.19046334207216
16031,ID,Cassia,64.15010734013674
42099,PA,Perry,64.1307391276329
31099,NE,Kearney,64.11207683112072
24000,,,64.11070658230088
46013,SD,Brown,64.09344918086352
46101,SD,Moody,64.07667161348526
55077,WI,Marquette,64.0035898156236
26077,MI,Kalamazoo,63.99310035066945
30055,MT,McCone,63.9875793835839
19023,IA,Butler,63.97879570168931
17033,IL,Crawford,63.97367568997503
27027,MN,Clay,63.962017598614786
20113,KS,McPherson,63.948128606402676
32013,NV,Humboldt,63.93866005661841
36093,NY,Schenectady,63.92756358074515
18023,IN,Clinton,63.91694259575049
16083,ID,Twin Falls,63.87150099687854
22093,LA,St. James,63.86460461418223
27009,MN,Benton,63.86350998324121
13187,GA,Lumpkin,63.83799286083964
33005,NH,Cheshire,63.79374401622658
39109,OH,Miami,63.78071059681639
18037,IN,Dubois,63.777689125932554
53005,WA,Benton,63.76956124200253
8079,CO,Mineral,63.76869933599588
51570,VA,Colonial Heights,63.741365535395914
17177,IL,Stephenson,63.73272806568871
50017,VT,Orange,63.732205604805316
39137,OH,Putnam,63.72693557399269
19003,IA,Adams,63.71208854225357
50003,VT,Bennington,63.68858093915048
29165,MO,Platte,63.687917286823264
46029,SD,Codington,63.67264516600654
17113,IL,McLean,63.64935862141204
8103,CO,Rio Blanco,63.64646183277562
24009,MD,Calvert,63.62562579810518
17203,IL,Woodford,63.582013915041124
16077,ID,Power,63.5793250745137
36021,NY,Columbia,63.578068329284484
12021,FL,Collier,63.57006294694078
37031,NC,Carteret,63.56800041042583
46135,SD,Yankton,63.55940728691048
37167,NC,Stanly,63.55441422333639
46067,SD,Hutchinson,63.549025901746525
1117,AL,Shelby,63.54254806257648
51079,VA,Greene,63.53896229824715
13151,GA,Henry,63.499449368260954
13073,GA,Columbia,63.493376175818376
55017,WI,Chippewa,63.491388439056294
50005,VT,Caledonia,63.49066022079047
51175,VA,Southampton,63.47753498384276
2170,AK,Matanuska-Susitna,63.466024817033876
35049,NM,Santa Fe,63.44159611299906
19159,IA,Ringgold,63.440268722454434
53035,WA,Kitsap,63.41973242119092
47149,TN,Rutherford,63.40665451772485
8003,CO,Alamosa,63.38481709196918
38055,ND,McLean,63.37480435977969
12115,FL,Sarasota,63.36454610071198
27091,MN,Martin,63.35471996927621
18081,IN,Johnson,63.35224715160539
30057,MT,Madison,63.34640709607209
19085,IA,Harrison,63.33917234518834
56041,WY,Uinta,63.32517100338528
31109,NE,Lancaster,63.31868106641957
29071,MO,Franklin,63.31115618714351
55059,WI,Kenosha,63.30611567253139
27165,MN,Watonwan,63.2998236270899
36113,NY,Warren,63.29596588980704
21117,KY,Kenton,63.28808327670904
47189,TN,Wilson,63.28461608892582
51119,VA,Middlesex,63.27486344505635
20175,KS,Seward,63.26312518071169
34031,NJ,Passaic,63.25043637739991
36081,NY,Queens,63.239928730286145
47021,TN,Cheatham,63.22079793103859
17085,IL,Jo Daviess,63.21993733741561
26139,MI,Ottawa,63.213272375498626
12095,FL,Orange,63.21124411515286
20081,KS,Haskell,63.173961942758716
8093,CO,Park,63.16938680972484
19079,IA,Hamilton,63.158724421320464
15007,HI,Kauai,63.14297924251569
42001,PA,Adams,63.13994719227239
16017,ID,Bonner,63.128757753345276
21015,KY,Boone,63.11332090276871
27075,MN,Lake,63.06702475596208
51031,VA,Campbell,63.06487369266862
21179,KY,Nelson,63.05888119096116
18181,IN,White,63.051390359915665
2090,AK,Fairbanks North Star,63.04376051143265
20069,KS,Gray,63.03662072693374
42131,PA,Wyoming,63.021772047971844
45013,SC,Beaufort,63.01184583160138
1089,AL,Madison,63.00414246234258
55129,WI,Washburn,62.99950499147217
27099,MN,Mower,62.98886298336819
19141,IA,O'Brien,62.98787164430923
53067,WA,Thurston,62.97479309170155
36029,NY,Erie,62.96517278080795
17155,IL,Putnam,62.928842543769676
8001,CO,Adams,62.925416127758396
26015,MI,Barry,62.913787603936825
12087,FL,Monroe,62.88256320303025
15001,HI,Hawaii,62.870711672933034
27069,MN,Kittson,62.84894274928709
19000,,,62.837312358396524
17139,IL,Moultrie,62.834605506811904
49003,UT,Box Elder,62.81343692151049
36117,NY,Wayne,62.80943427055407
20137,KS,Norton,62.796317163669464
51775,VA,Salem,62.788932476633896
31155,NE,Saunders,62.765939304587995
27155,MN,Traverse,62.74053133861524
12103,FL,Pinellas,62.72010835318995
46011,SD,Brookings,62.707604994792845
51650,VA,Hampton,62.695811536578034
36049,NY,Lewis,62.66588772259224
17079,IL,Jasper,62.648856935771626
23015,ME,Lincoln,62.613475535043044
2195,AK,Petersburg,62.58761775170799
12131,FL,Walton,62.58570316506759
17023,IL,Clark,62.581920091578375
56033,WY,Sheridan,62.56315831524506
41015,OR,Curry,62.55581524816661
19083,IA,Hardin,62.55570028800326
26029,MI,Charlevoix,62.555652785160426
30025,MT,Fallon,62.55242533324405
18013,IN,Brown,62.5376365105581
55037,WI,Florence,62.530230430831
8123,CO,Weld,62.51825713844745
46005,SD,Beadle,62.51350619142704
16007,ID,Bear Lake,62.513091276385666
8015,CO,Chaffee,62.5005690564807
53057,WA,Skagit,62.481494681483866
38067,ND,Pembina,62.46908097462529
12085,FL,Martin,62.46037330864042
42109,PA,Snyder,62.456443242893066
27095,MN,Mille Lacs,62.44323268218885
40109,OK,Oklahoma,62.42243167563174
27097,MN,Morrison,62.39684333222403
55011,WI,Buffalo,62.39328111344971
26055,MI,Grand Traverse,62.38904002481069
13177,GA,Lee,62.38075650294596
27043,MN,Faribault,62.37256139221507
19105,IA,Jones,62.367818262615145
51159,VA,Richmond,62.35113431684608
56003,WY,Big Horn,62.3501885783299
31143,NE,Polk,62.3497488554184
17131,IL,Mercer,62.34972183757737
37141,NC,Pender,62.33925985303408
17039,IL,De Witt,62.28495908611357
2220,AK,Sitka,62.26211221272906
38003,ND,Barnes,62.25520454665016
38051,ND,McIntosh,62.24919049637209
20203,KS,Wichita,62.23088792744753
47047,TN,Fayette,62.22856929019989
36051,NY,Livingston,62.22850394866664
19109,IA,Kossuth,62.22266189548808
13231,GA,Pike,62.21645175221835
36105,NY,Sullivan,62.20720587840977
30009,MT,Carbon,62.19444577159675
42000,,,62.158838859406686
51045,VA,Craig,62.15792827151184
49000,,,62.157533623671945
12057,FL,Hillsborough,62.15549701794653
51101,VA,King William,62.14051755534435
27103,MN,Nicollet,62.13567910206812
19005,IA,Allamakee,62.132400735551236
42011,PA,Berks,62.12640818312247
42127,PA,Wayne,62.107253932307785
27047,MN,Freeborn,62.10132904209086
24037,MD,St. Mary's,62.075100971463236
27107,MN,Norman,62.07506689564426
17000,,,62.066891941785734
48491,TX,Williamson,62.06214359387412
54079,WV,Putnam,62.05803508116245
17071,IL,Henderson,62.05275795587431
55091,WI,Pepin,62.046037699724884
8047,CO,Gilpin,62.04055106432156
20093,KS,Kearny,62.040477308372985
55065,WI,Lafayette,62.02656447933363
10000,,,61.987037390140614
50011,VT,Franklin,61.98154814965531
19025,IA,Calhoun,61.94597773732369
46043,SD,Douglas,61.94497107976021
27023,MN,Chippewa,61.94465098651493
27033,MN,Cottonwood,61.94338626369587
19151,IA,Pocahontas,61.92477438947329
19139,IA,Muscatine,61.92183180098878
54093,WV,Tucker,61.91806348661339
20041,KS,Dickinson,61.8966499857797
17057,IL,Fulton,61.891970048814656
55069,WI,Lincoln,61.89069909042433
12081,FL,Manatee,61.88514765836809
19009,IA,Audubon,61.87859139097133
27083,MN,Lyon,61.863929363751595
21067,KY,Fayette,61.855645091547395
32031,NV,Washoe,61.854299294866706
27173,MN,Yellow Medicine,61.84773747207499
47157,TN,Shelby,61.825640799221894
37055,NC,Dare,61.82368445639743
2122,AK,Kenai Peninsula,61.795048385757774
46051,SD,Grant,61.790416366586534
46087,SD,McCook,61.78707843488397
48425,TX,Somervell,61.74409729959932
30007,MT,Broadwater,61.73927291160162
51165,VA,Rockingham,61.70256186712371
51680,VA,Lynchburg,61.6975538214288
26047,MI,Emmet,61.693698867343805
48383,TX,Reagan,61.68811542218076
36111,NY,Ulster,61.67242384770615
36000,,,61.6445719064066
27065,MN,Kanabec,61.644099783165174
39045,OH,Fairfield,61.633734322433824
27057,MN,Hubbard,61.612660927720015
30093,MT,Silver Bow,61.608851906592854
8087,CO,Morgan,61.601926942335275
36071,NY,Orange,61.59958023085676
12113,FL,Santa Rosa,61.5928577092954
27135,MN,Roseau,61.572785522796856
51700,VA,Newport News,61.567160326845766
19135,IA,Monroe,61.567119732449726
13223,GA,Paulding,61.56521323924991
42047,PA,Elk,61.55810286406992
27085,MN,McLeod,61.55806930155631
42089,PA,Monroe,61.55571280576295
47147,TN,Robertson,61.55278717766287
