par_state,par_county,kid_race,par_pctile,shrunk_xkid_brcbalance2020,county_name
13,213,White,75,4935,Murray
13,213,Hispanic,25,2473,Murray
13,213,Asian,75,4495,Murray
13,213,Asian,25,4398,Murray
13,213,White,50,3619,Murray
13,213,Asian,50,4446.5,Murray
13,213,Black,25,2299,Murray
13,213,AIAN,50,3805.5,Murray
13,213,AIAN,25,2594,Murray
13,213,Black,50,4183.5,Murray
13,213,Hispanic,50,3107,Murray
13,213,Black,75,6068,Murray
13,213,Pooled,50,3628.012393320965,Murray
13,213,Black,-9,4183.5,Murray
13,213,Pooled,-9,3212.302211302211,Murray
13,213,Pooled,25,2346.239332096475,Murray
13,213,AIAN,-9,3805.5,Murray
13,213,Hispanic,-9,2860.444444444444,Murray
13,213,White,-9,3168.315068493151,Murray
13,213,Asian,-9,4446.5,Murray
13,213,AIAN,75,5017,Murray
13,213,White,25,2303,Murray
13,215,AIAN,75,5406,Muscogee
13,215,Hispanic,-9,4788.411458333333,Muscogee
13,215,AIAN,25,2922,Muscogee
13,215,Hispanic,50,4982.5,Muscogee
13,215,Black,75,4665,Muscogee
13,215,Black,50,3661.5,Muscogee
13,215,Asian,25,6591,Muscogee
13,215,Black,25,2658,Muscogee
13,215,Hispanic,75,5625,Muscogee
13,215,Asian,50,6332.5,Muscogee
13,215,Pooled,25,3142.910118406889,Muscogee
13,215,White,50,4632,Muscogee
13,215,Pooled,-9,4091.769379221615,Muscogee
13,215,Asian,75,6074,Muscogee
13,215,Black,-9,3084.196911196911,Muscogee
13,215,Pooled,75,5501.026378896882,Muscogee
13,215,AIAN,-9,4164,Muscogee
13,215,AIAN,50,4164,Muscogee
13,215,Hispanic,25,4340,Muscogee
13,215,White,75,5737,Muscogee
13,215,White,-9,4769.683706070287,Muscogee
13,215,White,25,3527,Muscogee
13,215,Asian,-9,6327.224489795918,Muscogee
13,215,Pooled,50,4321.968248651886,Muscogee
13,217,AIAN,25,2350,Newton
13,217,AIAN,75,4848,Newton
13,217,Asian,25,6242,Newton
13,217,Pooled,-9,3772.200267022697,Newton
13,217,Asian,75,5781,Newton
13,217,Hispanic,75,6498,Newton
13,217,White,50,4146.5,Newton
13,217,AIAN,50,3599,Newton
13,217,Asian,50,6011.5,Newton
13,217,White,-9,4231.915887850468,Newton
13,217,Pooled,50,3867.448150196039,Newton
13,217,Asian,-9,6011.5,Newton
13,217,Hispanic,25,3114,Newton
13,217,Pooled,75,4999.839650145773,Newton
13,217,AIAN,-9,3599,Newton
13,217,Black,75,3499,Newton
13,217,Black,25,1951,Newton
13,217,Black,50,2725,Newton
13,217,White,75,5162,Newton
13,217,White,25,3131,Newton
13,217,Pooled,25,2735.056650246305,Newton
13,217,Hispanic,50,4806,Newton
13,217,Black,-9,2280.901639344262,Newton
13,217,Hispanic,-9,4467.6,Newton
13,219,Black,25,1900,Oconee
13,219,Asian,75,7556,Oconee
13,219,Black,50,2858,Oconee
13,219,Pooled,75,5445.07855626327,Oconee
13,219,White,25,3865,Oconee
13,219,Hispanic,75,4798,Oconee
13,219,White,-9,4995.926517571885,Oconee
13,219,Black,75,3816,Oconee
13,219,White,50,4669.5,Oconee
13,219,Asian,-9,6548,Oconee
13,219,Pooled,-9,4842.059490084986,Oconee
13,219,Black,-9,2498.75,Oconee
13,219,Pooled,50,4539.266937706103,Oconee
13,219,Hispanic,-9,4146,Oconee
13,219,Pooled,25,3633.455319148936,Oconee
13,219,Asian,25,5540,Oconee
13,219,Hispanic,50,4146,Oconee
13,219,White,75,5474,Oconee
13,219,Hispanic,25,3494,Oconee
13,219,Asian,50,6548,Oconee
13,221,White,75,4840,Oglethorpe
13,221,Hispanic,25,3040,Oglethorpe
13,221,White,25,3397,Oglethorpe
13,221,Black,75,3200,Oglethorpe
13,221,Pooled,25,2902.903225806452,Oglethorpe
13,221,Black,-9,2122.625,Oglethorpe
13,221,Hispanic,50,3301,Oglethorpe
13,221,Pooled,50,3694.940974605353,Oglethorpe
13,221,Hispanic,75,3562,Oglethorpe
13,221,Pooled,-9,3585.94495412844,Oglethorpe
13,221,White,50,4118.5,Oglethorpe
13,221,Hispanic,-9,3301,Oglethorpe
13,221,Black,25,1679,Oglethorpe
13,221,Pooled,75,4486.978723404255,Oglethorpe
13,221,White,-9,4071.649350649351,Oglethorpe
13,221,Black,50,2439.5,Oglethorpe
13,223,AIAN,75,5687,Paulding
13,223,White,75,5080,Paulding
13,223,Asian,25,4618,Paulding
13,223,White,25,3370,Paulding
13,223,Pooled,-9,4280.886743886744,Paulding
13,223,Black,25,2619,Paulding
13,223,Hispanic,25,5599,Paulding
13,223,Black,75,3826,Paulding
13,223,Hispanic,50,5382,Paulding
13,223,Black,-9,2999.287671232877,Paulding
13,223,Pooled,75,5070.13813459268,Paulding
13,223,AIAN,50,4141.5,Paulding
13,223,Asian,75,10480,Paulding
13,223,Pooled,25,3335.347949080622,Paulding
13,223,White,-9,4352.611940298508,Paulding
13,223,AIAN,25,2596,Paulding
13,223,Asian,-9,7549,Paulding
13,223,Hispanic,-9,5418.166666666667,Paulding
13,223,Asian,50,7549,Paulding
13,223,AIAN,-9,4141.5,Paulding
13,223,Black,50,3222.5,Paulding
13,223,Pooled,50,4202.743041836651,Paulding
13,223,White,50,4225,Paulding
13,223,Hispanic,75,5165,Paulding
13,225,Hispanic,-9,4163.785714285715,Peach
13,225,Asian,-9,4461.5,Peach
13,225,White,-9,4280.934426229508,Peach
13,225,Pooled,25,2607.094395280236,Peach
13,225,Black,-9,2476.140495867769,Peach
13,225,Asian,25,4436,Peach
13,225,Hispanic,75,5185,Peach
13,225,Asian,50,4461.5,Peach
13,225,Pooled,-9,3456.120754716981,Peach
13,225,Black,50,3385.5,Peach
13,225,White,25,3315,Peach
13,225,Black,25,2091,Peach
13,225,Black,75,4680,Peach
13,225,Hispanic,25,3503,Peach
13,225,Pooled,50,3785.0629044464,Peach
13,225,White,50,4181.5,Peach
13,225,Hispanic,50,4344,Peach
13,225,Pooled,75,4963.031413612565,Peach
13,225,White,75,5048,Peach
13,225,Asian,75,4487,Peach
13,227,White,50,4353.5,Pickens
13,227,Pooled,25,3191.645161290322,Pickens
13,227,White,75,5483,Pickens
13,227,Black,25,2311,Pickens
13,227,Black,-9,2947.5,Pickens
13,227,Black,50,2947.5,Pickens
13,227,Pooled,50,4320.311086392288,Pickens
13,227,Black,75,3584,Pickens
13,227,Pooled,-9,4122.39336492891,Pickens
13,227,Hispanic,-9,4888,Pickens
13,227,Pooled,75,5448.977011494253,Pickens
13,227,White,25,3224,Pickens
13,227,White,-9,4139.184615384615,Pickens
13,227,Hispanic,50,4888,Pickens
13,227,Hispanic,25,3134,Pickens
13,227,Hispanic,75,6642,Pickens
13,229,White,25,2587,Pierce
13,229,Pooled,25,2566.152542372881,Pierce
13,229,Black,25,2455,Pierce
13,229,Pooled,-9,3365.797872340425,Pierce
13,229,Pooled,75,4713.771428571428,Pierce
13,229,White,75,4838,Pierce
13,229,Hispanic,50,3748.5,Pierce
13,229,Hispanic,-9,3748.5,Pierce
13,229,White,-9,3427.56329113924,Pierce
13,229,Black,-9,2783.045454545455,Pierce
13,229,Black,75,3486,Pierce
13,229,Black,50,2970.5,Pierce
13,229,White,50,3712.5,Pierce
13,229,Hispanic,75,5030,Pierce
13,229,Hispanic,25,2467,Pierce
13,229,Pooled,50,3639.961985472155,Pierce
13,231,Pooled,75,5283.977777777778,Pike
13,231,White,-9,4394.259615384615,Pike
13,231,Black,25,2322,Pike
13,231,Hispanic,25,4145,Pike
13,231,Hispanic,50,5156,Pike
13,231,Black,75,3083,Pike
13,231,Pooled,-9,4236.437007874016,Pike
13,231,White,75,5473,Pike
13,231,Pooled,25,3048.050420168067,Pike
13,231,Hispanic,75,6167,Pike
13,231,Black,50,2702.5,Pike
13,231,Black,-9,2651.766666666667,Pike
13,231,White,25,3086,Pike
13,231,White,50,4279.5,Pike
13,231,Pooled,50,4166.014098972923,Pike
13,231,Hispanic,-9,5156,Pike
13,233,Pooled,50,3411.161706436559,Polk
13,233,Asian,-9,6372.5,Polk
13,233,White,25,2294,Polk
13,233,Hispanic,-9,2513.75,Polk
13,233,Asian,75,7819,Polk
13,233,Hispanic,25,2311,Polk
13,233,Hispanic,75,3122,Polk
13,233,White,-9,3299.333333333333,Polk
13,233,Black,75,3675,Polk
13,233,White,75,4686,Polk
13,233,Hispanic,50,2716.5,Polk
13,233,Black,25,1456,Polk
13,233,Black,-9,1751.866666666667,Polk
13,233,Pooled,-9,3094.66439909297,Polk
13,233,Asian,50,6372.5,Polk
13,233,Pooled,25,2175.981949458484,Polk
13,233,Black,50,2565.5,Polk
13,233,White,50,3490,Polk
13,233,Asian,25,4926,Polk
13,233,Pooled,75,4646.341463414634,Polk
13,235,Black,75,8677,Pulaski
13,235,Hispanic,75,3642,Pulaski
13,235,Pooled,25,2685.75,Pulaski
13,235,Hispanic,25,2738,Pulaski
13,235,Pooled,75,5634.882352941177,Pulaski
13,235,Pooled,50,4160.316176470588,Pulaski
13,235,Pooled,-9,3908.560975609756,Pulaski
13,235,Hispanic,50,3190,Pulaski
13,235,White,50,3929,Pulaski
13,235,White,25,2967,Pulaski
13,235,Black,-9,3940.411764705882,Pulaski
13,235,White,-9,4025.2,Pulaski
13,235,Hispanic,-9,3190,Pulaski
13,235,Black,25,2483,Pulaski
13,235,Black,50,5580,Pulaski
13,235,White,75,4891,Pulaski
13,237,Black,25,1850,Putnam
13,237,White,25,2888,Putnam
13,237,White,75,5390,Putnam
13,237,Asian,75,10200,Putnam
13,237,Pooled,25,2544,Putnam
13,237,Hispanic,50,4169.5,Putnam
13,237,Asian,-9,8527,Putnam
13,237,Asian,50,8527,Putnam
13,237,Hispanic,-9,4169.5,Putnam
13,237,White,-9,4186.030075187969,Putnam
13,237,Black,-9,2078.890410958904,Putnam
13,237,Pooled,75,5331.556818181818,Putnam
13,237,Hispanic,25,3487,Putnam
13,237,Pooled,50,3937.778409090909,Putnam
13,237,Pooled,-9,3648.977477477477,Putnam
13,237,Hispanic,75,4852,Putnam
13,237,Black,75,3369,Putnam
13,237,Asian,25,6854,Putnam
13,237,Black,50,2609.5,Putnam
13,237,White,50,4139,Putnam
13,239,White,75,6259,Quitman
13,239,Pooled,75,4202.5,Quitman
13,239,Black,25,1247,Quitman
13,239,Black,50,1696.5,Quitman
13,239,Pooled,25,2004.5,Quitman
13,239,White,-9,4510.5,Quitman
13,239,Black,75,2146,Quitman
13,239,Black,-9,1696.5,Quitman
13,239,Pooled,-9,3103.5,Quitman
13,239,White,25,2762,Quitman
13,239,Pooled,50,3103.5,Quitman
13,239,White,50,4510.5,Quitman
13,241,White,25,3561,Rabun
13,241,Black,25,1852,Rabun
13,241,Hispanic,75,7987,Rabun
13,241,White,50,4584.5,Rabun
13,241,Pooled,75,5706.967741935484,Rabun
13,241,Black,50,2924,Rabun
13,241,Black,-9,2924,Rabun
13,241,White,75,5608,Rabun
13,241,Pooled,50,4542.324296499657,Rabun
13,241,Pooled,-9,4303.423076923077,Rabun
13,241,Hispanic,25,3116,Rabun
13,241,White,-9,4320.370967741936,Rabun
13,241,Pooled,25,3377.68085106383,Rabun
13,241,Hispanic,-9,5551.5,Rabun
13,241,Black,75,3996,Rabun
13,241,Hispanic,50,5551.5,Rabun
13,243,Black,25,2486,Randolph
13,243,Pooled,25,2635.70297029703,Randolph
13,243,Black,75,5603,Randolph
13,243,Black,-9,2974.941176470588,Randolph
13,243,White,75,4702,Randolph
13,243,Black,50,4044.5,Randolph
13,243,Pooled,75,5167.032258064516,Randolph
13,243,Pooled,50,3901.367614180773,Randolph
13,243,Pooled,-9,3230.181818181818,Randolph
13,243,White,25,3494,Randolph
13,243,White,50,4098,Randolph
13,243,White,-9,4098,Randolph
13,245,AIAN,50,3509.5,Richmond
13,245,Hispanic,-9,4725.176470588235,Richmond
13,245,Black,-9,3121.729641693811,Richmond
13,245,Black,75,4839,Richmond
13,245,Black,25,2586,Richmond
13,245,White,50,4391,Richmond
13,245,Asian,75,6219,Richmond
13,245,Hispanic,50,4784,Richmond
13,245,Pooled,75,5226.706115965052,Richmond
13,245,Pooled,25,2990.605779153767,Richmond
13,245,Asian,25,6112,Richmond
13,245,Black,50,3712.5,Richmond
13,245,Hispanic,75,5034,Richmond
13,245,Pooled,50,4108.655947559409,Richmond
13,245,AIAN,25,2707,Richmond
13,245,Asian,50,6165.5,Richmond
13,245,Hispanic,25,4534,Richmond
13,245,AIAN,-9,3509.5,Richmond
13,245,White,75,5384,Richmond
13,245,White,-9,4496.061433447099,Richmond
13,245,White,25,3398,Richmond
13,245,Pooled,-9,3871.19705974351,Richmond
13,245,Asian,-9,6168.528301886792,Richmond
13,245,AIAN,75,4312,Richmond
13,247,Asian,75,7747,Rockdale
13,247,White,25,3759,Rockdale
13,247,Black,25,2449,Rockdale
13,247,Pooled,25,3369.3991507431,Rockdale
13,247,AIAN,75,5309,Rockdale
13,247,Hispanic,25,3521,Rockdale
13,247,Hispanic,50,4358.5,Rockdale
13,247,White,75,5638,Rockdale
13,247,Asian,-9,5808.866666666667,Rockdale
13,247,Pooled,50,4438.876404639843,Rockdale
13,247,Hispanic,75,5196,Rockdale
13,247,Hispanic,-9,4005.868421052632,Rockdale
13,247,Pooled,75,5508.353658536585,Rockdale
13,247,Asian,25,4113,Rockdale
13,247,Black,-9,2943.858638743456,Rockdale
13,247,White,-9,4993.771428571428,Rockdale
13,247,Pooled,-9,4614.433895297249,Rockdale
13,247,White,50,4698.5,Rockdale
13,247,Black,75,4051,Rockdale
13,247,AIAN,-9,3660.5,Rockdale
13,247,Black,50,3250,Rockdale
13,247,AIAN,50,3660.5,Rockdale
13,247,AIAN,25,2012,Rockdale
13,247,Asian,50,5930,Rockdale
13,249,White,75,4996,Schley
13,249,Black,50,4095,Schley
13,249,Black,75,6006,Schley
13,249,White,50,3934,Schley
13,249,Black,25,2184,Schley
13,249,Pooled,25,2621.818181818182,Schley
13,249,White,25,2872,Schley
13,249,Pooled,75,5363.272727272727,Schley
13,249,Black,-9,4095,Schley
13,249,White,-9,3934,Schley
13,249,Pooled,-9,3992.545454545455,Schley
13,249,Pooled,50,3992.545454545455,Schley
13,251,Black,25,2084,Screven
13,251,Black,75,4004,Screven
13,251,Hispanic,-9,3384,Screven
13,251,White,-9,4864,Screven
13,251,White,75,5250,Screven
13,251,Pooled,25,3009.535714285714,Screven
13,251,Hispanic,25,2862,Screven
13,251,White,50,4864,Screven
13,251,Hispanic,50,3384,Screven
13,251,Pooled,75,4965.851851851852,Screven
13,251,Pooled,-9,3645.927710843373,Screven
13,251,Hispanic,75,3906,Screven
13,251,White,25,4478,Screven
13,251,Black,-9,2291.567567567567,Screven
13,251,Pooled,50,3987.693783068783,Screven
13,251,Black,50,3044,Screven
13,253,Black,75,5260,Seminole
13,253,Black,-9,2764.073170731707,Seminole
13,253,Hispanic,-9,6841.5,Seminole
13,253,Black,25,2159,Seminole
13,253,Hispanic,25,4423,Seminole
13,253,Pooled,-9,3605.8,Seminole
13,253,White,75,5452,Seminole
13,253,Hispanic,50,6841.5,Seminole
13,253,Pooled,75,5978.76923076923,Seminole
13,253,Hispanic,75,9260,Seminole
13,253,Pooled,25,2560.084745762712,Seminole
13,253,Pooled,50,4269.426988265971,Seminole
13,253,White,25,2823,Seminole
13,253,White,-9,3845.388888888889,Seminole
13,253,Black,50,3709.5,Seminole
13,253,White,50,4137.5,Seminole
13,255,Asian,25,7412,Spalding
13,255,Black,75,4303,Spalding
13,255,White,25,2967,Spalding
13,255,White,50,4029,Spalding
13,255,Pooled,50,3757.012209612493,Spalding
13,255,Black,50,3011.5,Spalding
13,255,Black,25,1720,Spalding
13,255,AIAN,-9,3336.5,Spalding
13,255,AIAN,25,1955,Spalding
13,255,Pooled,75,5078.911392405063,Spalding
13,255,Pooled,25,2435.113026819924,Spalding
13,255,Hispanic,25,3384,Spalding
13,255,Hispanic,75,5878,Spalding
13,255,AIAN,75,4718,Spalding
13,255,Asian,-9,8916,Spalding
13,255,AIAN,50,3336.5,Spalding
13,255,White,75,5091,Spalding
13,255,Black,-9,2046.475836431227,Spalding
13,255,Asian,50,8916,Spalding
13,255,Hispanic,-9,4631,Spalding
13,255,Hispanic,50,4631,Spalding
13,255,White,-9,4019.256880733945,Spalding
13,255,Asian,75,10420,Spalding
13,255,Pooled,-9,3432.058472553699,Spalding
13,257,Pooled,25,3283.354430379747,Stephens
13,257,Pooled,50,4363.220693450743,Stephens
13,257,Hispanic,-9,4836.5,Stephens
13,257,Asian,50,5895.5,Stephens
13,257,Black,25,1871,Stephens
13,257,White,50,4532,Stephens
13,257,Black,50,3045.5,Stephens
13,257,Hispanic,25,3409,Stephens
13,257,Hispanic,75,6264,Stephens
13,257,Pooled,-9,4078.136,Stephens
13,257,White,75,5543,Stephens
13,257,Asian,-9,5895.5,Stephens
13,257,Asian,75,5170,Stephens
13,257,Black,-9,2365.526315789474,Stephens
13,257,Black,75,4220,Stephens
13,257,White,25,3521,Stephens
13,257,Pooled,75,5443.086956521739,Stephens
13,257,Hispanic,50,4836.5,Stephens
13,257,Asian,25,6621,Stephens
13,257,White,-9,4305.040816326531,Stephens
13,259,Black,25,2110,Stewart
13,259,Black,75,4088,Stewart
13,259,White,50,6183,Stewart
13,259,White,-9,6045.538461538462,Stewart
13,259,Pooled,-9,3505.541666666667,Stewart
13,259,Pooled,25,2580.647058823529,Stewart
13,259,Pooled,75,5751.714285714285,Stewart
13,259,White,25,4396,Stewart
13,259,Pooled,50,4166.180672268907,Stewart
13,259,White,75,7970,Stewart
13,259,Black,-9,2562.114285714286,Stewart
13,259,Black,50,3099,Stewart
13,261,AIAN,25,1942,Sumter
13,261,Hispanic,25,2612,Sumter
13,261,Black,50,3346,Sumter
13,261,White,50,4540,Sumter
13,261,Black,75,4576,Sumter
13,261,Pooled,25,2432.601694915254,Sumter
13,261,Pooled,75,5639.444444444444,Sumter
13,261,Asian,75,5490,Sumter
13,261,Hispanic,75,4818,Sumter
13,261,AIAN,75,3896,Sumter
13,261,Black,-9,2503.717391304348,Sumter
13,261,Pooled,-9,3548.795580110497,Sumter
13,261,Hispanic,50,3715,Sumter
13,261,Hispanic,-9,3715,Sumter
13,261,AIAN,-9,2919,Sumter
13,261,White,-9,4705.194805194805,Sumter
13,261,White,75,6130,Sumter
13,261,Asian,-9,5788.5,Sumter
13,261,Black,25,2116,Sumter
13,261,Pooled,50,4036.023069679849,Sumter
13,261,AIAN,50,2919,Sumter
13,261,Asian,50,5788.5,Sumter
13,261,Asian,25,6087,Sumter
13,261,White,25,2950,Sumter
13,263,White,75,5215,Talbot
13,263,White,50,4272,Talbot
13,263,White,25,3329,Talbot
13,263,Black,50,3508.5,Talbot
13,263,Pooled,50,3644.114893617021,Talbot
13,263,Hispanic,50,3550,Talbot
13,263,White,-9,4272,Talbot
13,263,Hispanic,25,3009,Talbot
13,263,Hispanic,75,4091,Talbot
13,263,Pooled,75,4835.4,Talbot
13,263,Pooled,-9,3164.044776119403,Talbot
13,263,Pooled,25,2452.829787234043,Talbot
13,263,Black,-9,2679.976744186046,Talbot
13,263,Black,25,2189,Talbot
13,263,Black,75,4828,Talbot
13,263,Hispanic,-9,3550,Talbot
13,265,White,50,3973.5,Taliaferro
13,265,White,-9,3973.5,Taliaferro
13,265,White,75,4683,Taliaferro
13,265,Black,75,3683,Taliaferro
13,265,Black,25,2236,Taliaferro
13,265,Black,-9,2959.5,Taliaferro
13,265,White,25,3264,Taliaferro
13,265,Pooled,75,4127.444444444444,Taliaferro
13,265,Pooled,-9,3410.166666666667,Taliaferro
13,265,Black,50,2959.5,Taliaferro
13,265,Pooled,50,3410.166666666667,Taliaferro
13,265,Pooled,25,2692.888888888889,Taliaferro
13,267,Hispanic,25,2105,Tattnall
13,267,Black,50,3427,Tattnall
13,267,White,75,4745,Tattnall
13,267,White,25,3016,Tattnall
13,267,Black,75,4572,Tattnall
13,267,Hispanic,75,3564,Tattnall
13,267,Hispanic,50,2834.5,Tattnall
13,267,White,50,3880.5,Tattnall
13,267,Hispanic,-9,2834.5,Tattnall
13,267,Pooled,75,4626.442477876106,Tattnall
13,267,Pooled,-9,3365.312865497076,Tattnall
13,267,Black,25,2282,Tattnall
13,267,White,-9,3666.222222222222,Tattnall
13,267,Black,-9,2689.111111111111,Tattnall
13,267,Pooled,50,3684.72560575028,Tattnall
13,267,Pooled,25,2743.008733624454,Tattnall
13,269,Hispanic,50,3314.5,Taylor
13,269,White,-9,4269.535714285715,Taylor
13,269,Pooled,50,3907.041666666667,Taylor
13,269,Pooled,-9,3475.31884057971,Taylor
13,269,Pooled,25,2803.75,Taylor
13,269,Hispanic,25,2835,Taylor
13,269,Hispanic,75,3794,Taylor
13,269,Black,50,3455,Taylor
13,269,Pooled,75,5010.333333333333,Taylor
13,269,Black,-9,2840.424242424242,Taylor
13,269,Hispanic,-9,3314.5,Taylor
13,269,White,50,4691.5,Taylor
13,269,White,75,5873,Taylor
13,269,Black,75,4648,Taylor
13,269,Black,25,2262,Taylor
13,269,White,25,3510,Taylor
13,271,White,50,4170,Telfair
13,271,Pooled,50,3842.623529411765,Telfair
13,271,White,25,3052,Telfair
13,271,Hispanic,75,3537,Telfair
13,271,White,-9,3858.426229508197,Telfair
13,271,Hispanic,-9,3055,Telfair
13,271,Black,75,5039,Telfair
13,271,White,75,5288,Telfair
13,271,Pooled,-9,3336.571428571428,Telfair
13,271,Black,-9,2744.96,Telfair
13,271,Black,25,2308,Telfair
13,271,Hispanic,25,2573,Telfair
13,271,Pooled,75,5023.411764705882,Telfair
13,271,Hispanic,50,3055,Telfair
13,271,Black,50,3673.5,Telfair
13,271,Pooled,25,2661.835294117647,Telfair
13,273,Pooled,50,4033.519726247987,Terrell
13,273,Black,50,3405.5,Terrell
13,273,White,-9,4867.896551724138,Terrell
13,273,White,25,3566,Terrell
13,273,Pooled,75,5639.148148148148,Terrell
13,273,Black,25,2181,Terrell
13,273,Pooled,-9,3156.495798319328,Terrell
13,273,Black,75,4630,Terrell
13,273,White,75,6083,Terrell
13,273,Hispanic,50,4502.5,Terrell
13,273,Black,-9,2419.926829268293,Terrell
13,273,White,50,4824.5,Terrell
13,273,Hispanic,-9,4502.5,Terrell
13,273,Pooled,25,2427.891304347826,Terrell
13,273,Hispanic,25,3012,Terrell
13,273,Hispanic,75,5993,Terrell
13,275,White,50,4372,Thomas
13,275,Asian,75,7100,Thomas
13,275,Black,50,3329.5,Thomas
13,275,Hispanic,25,2426,Thomas
13,275,Black,25,2140,Thomas
13,275,Black,75,4519,Thomas
13,275,Asian,-9,6008.5,Thomas
13,275,Pooled,25,2707.882534775889,Thomas
13,275,White,-9,4422.684210526316,Thomas
13,275,Black,-9,2356.272727272727,Thomas
13,275,Hispanic,-9,4074.5,Thomas
13,275,White,25,3409,Thomas
13,275,Pooled,50,4004.778377869531,Thomas
13,275,Asian,50,6008.5,Thomas
13,275,Hispanic,75,5723,Thomas
13,275,Pooled,75,5301.674220963173,Thomas
13,275,Asian,25,4917,Thomas
13,275,Hispanic,50,4074.5,Thomas
13,275,White,75,5335,Thomas
13,275,Pooled,-9,3623.491,Thomas
13,277,Black,25,1801,Tift
13,277,White,75,5328,Tift
13,277,Asian,75,4672,Tift
13,277,Asian,50,4633,Tift
13,277,Asian,25,4594,Tift
13,277,White,25,3206,Tift
13,277,Black,50,2853.5,Tift
13,277,Hispanic,-9,2956.475,Tift
13,277,Pooled,-9,3495.539414414414,Tift
13,277,White,50,4267,Tift
13,277,Hispanic,75,4214,Tift
13,277,Pooled,50,3854.15396860188,Tift
13,277,Hispanic,25,2351,Tift
13,277,Pooled,75,5170.061919504644,Tift
13,277,Asian,-9,4633,Tift
13,277,White,-9,4286.290909090909,Tift
13,277,Black,-9,1965.219858156028,Tift
13,277,Hispanic,50,3282.5,Tift
13,277,Pooled,25,2538.246017699115,Tift
13,277,Black,75,3906,Tift
13,279,Hispanic,25,2746,Toombs
13,279,Hispanic,-9,3121.375,Toombs
13,279,Black,25,1973,Toombs
13,279,Asian,25,5018,Toombs
13,279,Black,75,4660,Toombs
13,279,Hispanic,75,3838,Toombs
13,279,Pooled,75,5185.786008230452,Toombs
13,279,Hispanic,50,3292,Toombs
13,279,Asian,75,9333,Toombs
13,279,White,50,4113,Toombs
13,279,Asian,50,7175.5,Toombs
13,279,Asian,-9,7175.5,Toombs
13,279,White,75,5138,Toombs
13,279,Pooled,25,2673.547557840617,Toombs
13,279,White,-9,4113,Toombs
13,279,Pooled,-9,3639.487341772152,Toombs
13,279,White,25,3088,Toombs
13,279,Black,50,3316.5,Toombs
13,279,Pooled,50,3929.666783035535,Toombs
13,279,Black,-9,2228.904761904762,Toombs
13,281,White,25,3573,Towns
13,281,Hispanic,75,5270,Towns
13,281,Pooled,-9,4139.126984126984,Towns
13,281,White,75,5204,Towns
13,281,Pooled,75,5216,Towns
13,281,Hispanic,-9,4361.5,Towns
13,281,Hispanic,25,3453,Towns
13,281,White,50,4388.5,Towns
13,281,Pooled,50,4388.646341463415,Towns
13,281,White,-9,4106.781818181818,Towns
13,281,Hispanic,50,4361.5,Towns
13,281,Pooled,25,3561.292682926829,Towns
13,283,Pooled,-9,3481.815789473684,Treutlen
13,283,Pooled,50,3974.350877192983,Treutlen
13,283,White,50,4816,Treutlen
13,283,Pooled,25,2989.280701754386,Treutlen
13,283,White,-9,4442.05,Treutlen
13,283,Black,25,1958,Treutlen
13,283,Black,75,4014,Treutlen
13,283,Black,50,2986,Treutlen
13,283,Pooled,75,4959.421052631579,Treutlen
13,283,White,75,5647,Treutlen
13,283,Black,-9,2414.888888888889,Treutlen
13,283,White,25,3985,Treutlen
13,285,Pooled,75,4735.438953488372,Troup
13,285,Asian,50,7777,Troup
13,285,Black,75,3626,Troup
13,285,White,25,2799,Troup
13,285,White,-9,3920,Troup
13,285,Black,50,2595,Troup
13,285,Black,-9,1875.245283018868,Troup
13,285,White,75,4832,Troup
13,285,Hispanic,75,4395,Troup
13,285,Pooled,-9,3292.409535452323,Troup
13,285,Asian,25,6420,Troup
13,285,White,50,3815.5,Troup
13,285,Asian,75,9134,Troup
13,285,Asian,-9,7777,Troup
13,285,Hispanic,50,3683.5,Troup
13,285,Black,25,1564,Troup
13,285,Pooled,25,2245.147679324894,Troup
13,285,Hispanic,-9,3683.5,Troup
13,285,Pooled,50,3490.293316406633,Troup
13,285,Hispanic,25,2972,Troup
13,287,Pooled,-9,3192.255102040816,Turner
13,287,Black,25,2149,Turner
13,287,Black,75,3567,Turner
13,287,Hispanic,75,5003,Turner
13,287,Hispanic,50,3995,Turner
13,287,Pooled,50,3747.855855855856,Turner
13,287,Black,50,2858,Turner
13,287,Black,-9,2390.36170212766,Turner
13,287,White,25,3258,Turner
13,287,Pooled,75,4836.833333333333,Turner
13,287,Pooled,25,2658.878378378378,Turner
13,287,Hispanic,-9,3995,Turner
13,287,Hispanic,25,2987,Turner
13,287,White,75,5628,Turner
13,287,White,-9,3919.395348837209,Turner
13,287,White,50,4443,Turner
13,289,Hispanic,75,8013,Twiggs
13,289,Pooled,50,3707.062091503268,Twiggs
13,289,Hispanic,25,4800,Twiggs
13,289,White,75,5160,Twiggs
13,289,Black,-9,2174.434782608696,Twiggs
13,289,Black,25,2032,Twiggs
13,289,White,25,2700,Twiggs
13,289,White,-9,3880.8,Twiggs
13,289,Pooled,75,4963.888888888889,Twiggs
13,289,Black,50,2441.5,Twiggs
13,289,Pooled,25,2450.235294117647,Twiggs
13,289,Black,75,2851,Twiggs
13,289,White,50,3930,Twiggs
13,289,Hispanic,-9,6406.5,Twiggs
13,289,Hispanic,50,6406.5,Twiggs
13,289,Pooled,-9,3320.346153846154,Twiggs
13,291,White,-9,4027.721518987342,Union
