,State Name,County Name,5fipscode,UnempRte,MedHouseIncome,jobs_total_5mi_2015,ann_avg_job_growth_2004_2013,job_density_2013,employ_rate,P_less_30k,P_more_200,QOL_index,shrunk_xkid_vscore2020,shrunk_xkid_brcbalance2020,cluster,PC1,stability_score,dist_own_centroid,fragility_index
0,ALABAMA,AUTAUGA,1001.0,0.0218888889,68857.0,6825.416666666667,-0.0085944075583333,242.7051506616667,74.127065625,28.92907028125,1.73304940625,59.143956428125,652.1030511863992,4007.4854967719457,1,0.19127321677985482,52.44134432466709,1.8921237007751164,1.8921237007751166
1,ALABAMA,BALDWIN,1003.0,0.0227949698,74248.0,5750.322580645161,0.0164471287612903,160.6648857316129,74.8944749892473,-76.67498626595744,-103.14785591489364,-47.665713172340425,657.8033980751767,4161.304826643011,1,0.6500015606212171,63.47495244134432,1.6900837646090419,1.6900837646090419
2,ALABAMA,BARBOUR,1005.0,0.0443101712,45298.0,1286.111111111111,-0.0139310471111111,53.75152055555556,63.354083,48.35341656521739,0.6700245217391305,75.94290923913044,659.1570752380151,4578.703583678236,0,-1.6955738405551688,17.786937222574508,1.7698144408860368,3.5169344988323186
3,ALABAMA,BIBB,1007.0,0.024623803,56025.0,924.25,0.006795315375,6.136144325,64.37572413333334,41.4206666,0.2695348,73.13807704666667,635.2239045616421,3070.706836118648,0,-2.4440225218563563,8.909321496512366,2.186805583147097,4.37947892223847
4,ALABAMA,BLOUNT,1009.0,0.0214429478,64962.0,988.5555555555557,0.0096919170111111,12.361096366666668,68.42076108571429,33.64571577142857,1.0314736,65.94312994857144,666.1310192415532,4336.488160474253,0,-0.4868046343699034,37.79327837666455,2.0887166052012645,3.006924337106964
5,ALABAMA,BULLOCK,1011.0,0.0237777778,36204.0,935.0,0.0114977729999999,6.515550176666667,62.008699285714286,43.23705842857142,2.9872564285714285,72.07724652857142,633.540363509938,3239.043593785899,0,-3.0246611504908274,3.614457831325301,2.4514824900709464,4.8720870116594455
6,ALABAMA,BUTLER,1013.0,0.0291930292,44729.0,1302.888888888889,0.0204068687222222,88.9037969988889,65.37230136842106,48.25819915789474,0.6681924210526315,76.96441088421052,634.1652986643643,4282.509661722465,0,-1.7386811600674403,17.121116043119848,1.7735631139735664,3.497083048476095
7,ALABAMA,CALHOUN,1015.0,0.0281949934,51841.0,11478.67741935484,-0.0079389584172413,353.7170699645161,69.01372408988763,-70.98323527472527,-108.48661282417582,-42.89724645714286,654.8392141291498,4284.1369485522455,1,-0.21540349744340287,43.119847812301835,2.304427859663737,2.304427859663737
8,ALABAMA,CHAMBERS,1017.0,0.0238446411,50390.0,1936.3333333333333,-0.0310172093666666,83.61215691777778,64.51334324242426,47.384589818181816,1.2745846363636364,75.83763838787878,637.277089956864,3539.8587038342616,0,-1.8522599059345926,15.599239061509195,2.3505490632238146,3.8155139651075567
9,ALABAMA,CHEROKEE,1019.0,0.0239581576,56400.0,811.6666666666666,0.014092258875,22.034365491666662,67.09354936842105,42.729029789473685,1.8312072631578944,69.35690627368422,635.7996110741576,3234.186059836222,0,-2.039908557246172,13.443246670894101,1.940602460517322,3.935612500536854
10,ALABAMA,CHILTON,1021.0,0.0219287439,59165.0,1496.4444444444443,0.0071381152333333,28.35507124444445,69.10613816666667,37.46188866666667,1.7395858,66.12599081,635.300719073386,2850.7264794126204,0,-1.8927855174930788,15.18706404565631,2.4099473500563753,3.9878509827837703
11,ALABAMA,CHOCTAW,1023.0,0.0400379057,47432.0,749.0,0.0245832506,3.423332685,58.8598508,45.6385976,2.320184933333333,74.78440322666667,637.3645551385572,3415.5996181657592,0,-3.2391632986441112,2.8852251109701967,1.8183392287706095,4.719391256023505
12,ALABAMA,CLARKE,1025.0,0.0499275458,50868.0,840.3333333333334,-0.02802536924,10.439436015555554,56.39816508333333,48.17500425,2.0116599583333334,72.4786739375,638.9800436940857,3543.4832860505767,0,-3.33267197472822,2.5364616360177554,2.2812429303965334,4.836218311635937
13,ALABAMA,CLAY,1027.0,0.023549201,52077.0,950.25,-0.081185475,10.6720268675,66.49699169230769,43.39762438461538,0.4330593846153846,76.35436602307692,638.603689876748,3376.758844456521,0,-2.1409821662543465,12.175015852885226,3.507080197269823,4.962968631602295
